env,target_rms,gain,gain_ratio,drive_rms_actual,log10_ber,ber
IL10x16,0.19,0.15896988930435557,0.4676960556174039,0.19000000000000003,-3.6008183252260877,0.00025071578320365817
IL10x16,0.195,0.16315330744394388,0.480003846554704,0.19500000000000003,-3.6008183252260877,0.00025071578320365817
IL10x16,0.2,0.1673367255835322,0.49231163749200413,0.20000000000000004,-3.6008183252260877,0.00025071578320365817
IL10x16,0.205,0.17152014372312044,0.5046194284293041,0.205,-3.6008183252260877,0.00025071578320365817
IL10x16,0.21,0.17570356186270877,0.5169272193666042,0.21,-3.6008183252260877,0.00025071578320365817
IL10x16,0.215,0.17988698000229705,0.5292350103039043,0.215,-3.6008183252260877,0.00025071578320365817
IL10x16,0.22,0.1840703981418854,0.5415428012412045,0.22000000000000003,-3.6008183252260877,0.00025071578320365817
CD15ps,0.06,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.065,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.07,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.075,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.08,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.085,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.09,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.095,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.1,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.105,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
CD15ps,0.11,0.10264815897646452,0.3019951720402016,0.1226845554895527,-3.738907911102482,0.00018242824867713435
