real_lb,real_ber,predA,predB,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
-3.1011219198411495,0.0007922788821665227,-2.315521472222963,-1.5681613655835367,0.000708411776951634,0.01925621160618395,-0.00025065365221305785,-0.30068426208026355,-0.0431907129359332,0.0645046752561538,-0.044615184983644404,-0.008446005875456764,-0.11578008625857217,0.2655813891118268
-2.2273786983773625,0.005924085278017862,-1.8595951360136223,-1.3590733397045225,0.0028103154893381666,-0.030520384456958385,-0.07019958073189764,-0.25112502913858736,0.024905376062678477,0.08320773056761835,0.04185216782215278,-0.04152720655828901,0.5584474823308787,0.820196324842501
-1.9751972702511982,0.010587726879861712,-1.6395593844725573,-1.14466676124239,-0.045378632501522256,0.0381251560297039,-0.05572170654110956,-0.3028722274133107,0.04646144390655602,0.09790615938105313,-0.0381007928007627,0.04919292871894344,0.7272098826326583,0.977671181339423
-3.02441529292138,0.00094533275713051,-2.228103470025201,-1.6298690992962919,0.034556891870508644,0.044121771333249904,-0.014471588113103898,-0.2662269353125183,-0.02771422265124859,0.02730631986743122,0.017673993154508495,0.0003486436687157868,0.4042187516951439,0.2273542912103932
-2.7645712247435905,0.0017196053010659752,-2.080569543545673,-1.4748366220257993,0.039772818791969956,-0.04018865273463674,0.011034005449252815,-0.26860265217142654,-0.03371777863716851,0.08825015404402972,0.02798697055479432,0.024155873306353118,0.28342049852601625,-0.23049853009129462
-1.7670796272543003,0.017097018150388936,-2.0490521656476233,-1.4525366092435825,0.004932451900175373,-0.02052558469072397,-0.07999995783077621,-0.3038106636975055,-0.01206091762734337,0.06575822757650411,-0.009801428378115385,-0.03960159920276299,-0.8942993489853914,0.5079643409156895
-1.7439236426977418,0.01803334773840392,-2.0178336941010877,-1.4331572138594133,-0.004512867960082973,-0.004749488904410743,-0.0734691278178945,-0.3482594717655227,-0.025502740837920358,0.03292059879516876,0.030405791701407017,0.013056937840385564,-0.46398186171733236,0.38011190542146256
-2.83076074394362,0.0014765197349467013,-2.0610220576364067,-1.5562839127518808,0.04945094314521364,-0.001561071927753921,-0.04759188378656308,-0.2895574438961588,0.0165140765446396,0.04825762048485905,0.02404103989698061,0.005327222336999915,-0.40939741395492346,0.3066067791110487
-2.490510143412999,0.003232137712474791,-2.1110264328056165,-1.5158798972045398,-0.02617140327598183,-0.046072802449654476,-0.013917604691511713,-0.27275581889682543,-0.014025147389320215,0.07704646478535832,-0.024725092176905068,0.004441539966610342,0.8776780981768086,0.5930320864045298
-2.7467515155816113,0.0017916306539902047,-2.2475017708528964,-1.5951208043697935,0.020747166710578538,-0.02794861950311356,-0.03410885825191695,-0.2715797367757405,-0.010025720794917509,0.04160274995167451,-0.04078111633416405,-0.04568178476046897,-0.39068148836225736,-0.4507766289988697
